Himno nacional de Venezuela,Anónimo,1,Himno,Estante3 - G1
Himno del estado Mérida,Gil Antonio Gil,2,Himno,Estante3 - G1
Himno del estado Trujillo,Esteban Rasquin,2,Himno,Estante3 - G1
Himno de la Universidad de los Andes,Jose R Riva,2,Himno,Estante3 - G1
Alegre cantemos,Alejandro Pulido,18,Popular,Estante3 - G1
And the glory of the lord,G. F. Haendel,1,Gregoriano movimiento,Estante3 - G1
Gentileza,R. Delgado Palacios,1,Vals,Estante3 - G1
El San Pedro,Vicente Emilio Sojo,2,Popular,Estante3 - G1
Himno a la alegria,L. Van Beethoven,1,Himno,Estante3 - G1
Himno del deporte,Atilio Ferrano,20,Himno,Estante3 - G1
Chorus (12),Anónimo,5,Sacro,Estante3 - G1
Espera,H. Oramatges,1,Vals,Estante3 - G1
Tenebrae Factae Sunt,Tomás Luis de Victoria,1,Gregoriano,Estante3 - G1
Afferentur regi,Anónimo,1,Sacro,Estante3 - G1
Vexilla regis,Anton Bruckner,1,Himno,Estante3 - G1
Jean Michel,Luis Orlando Briceño,1,Popular Voces Oscuras,Estante3 - G1
Quiero Bailar contigo,Roberto Valera,1,Voces Blancas,Estante3 - G2
El mensaje de los andes,A. Guevafrt,1,SCTB,Estante3 - G2
Repertorio Variado,Variado,1,Voces Blancas,Estante3 - G2
Mister Sadman,Bertha Badley,3,SCTB,Estante3 - G2
Opereta Ecologia en cuatro actos,Alberto Grau,1,Movimiento,Estante3 - G2
Messe Breve,Leo Delibes,1,Voces Blancas,Estante3 - G2
La fiesta del tambor,Anónimo,1,Uruguayo,Estante3 - G2
Aguinaldo Carupareno,Isabel Palacios,20,SCTB,Estante3 - G2
Movimiento carpeta roja,Modesta Bor,10,Voces Blancas - Madrigal,Estante3 - G2
Coral,Melodia Ginebra,1,Voces Blancas,Estante3 - G2
Beauti Mourti,Felix Mendelssohn Bartholdy,20,Voces Oscuras,Estante3 - G2
El cuento,Anónimo,20,Voces Blancas,Estante3 - G2
Repertorio Navideño,Variado,20,Voces Blancas,Estante3 - G2
Repertorio Variado,Variado,20,Voces Blancas,Estante3 - G2
Baby Mine,Kate Miller Heidke,20,Walt Disney Dumbo,Estante3 - G2
El niño anunciado,Gilberto Rebolledo,20,SCTB,Estante3 - G2
Michelle,John Lennon,20,Voces Blancas,Estante3 - G2
El arco iris,Raimundo Pereira,20,Voces Blancas,Estante3 - G2
Paradura de niño,Anónimo,20,Voces Blancas,Estante3 - G2
Adoremos a Dios,Modesta Bor,2,Voces Blancas,Estante3 - G2
Stava a pie della Croce,Anónimo,20,SCB,Estante3 - G2
Repertorio variado,Variado,20,Voces Blancas,Estante3 - G2
Repertorio Disney,Variado,20,Voces Blancas,Estante3 - G2
Can you feell the love tonight,Tom Rice,20,Voces Blancas,Estante3 - G2
Suite Navideña,Emmanuel Aranguren,1,SCTB,Estante3 - G2
Danos la paz,Kurt Pahlen,20,Voces Blancas,Estante3 - G2
Super flumina baby lenis,Pierluigi da palestrina,20,SCTB,Estante3 - G2
Mary did you Know,Pentotonix,1,Voces Blancas,Estante3 - G2
Que bello es el mundo hoy,Akurt Pahlen,1,Voces Blancas,Estante3 - G2
Caballito,Carlos vives,20,Voces Blancas,Estante3 - G2
Cañameler,Amilear Rivas,2,Voces Blancas,Estante3 - G2
Carmen,Georges Bizet,20,Movimiento,Estante3 - G2
Don Ramon,Vicente Emilio Sojo,1,Voces Blancas,Estante3 - G2
En la mano traigo ,Anónimo,5,Voces Blancas,Estante3 - G2
O salutaris Hostia,Eriks Eseualds,20,Voces Blancas,Estante3 - G2
Swing Low,Hartamut Rayl,20,SCTB,Estante3 - G2
All things Bright and Beautiful,John Butter,20,Voces Blancas,Estante3 - G2
Chorus N-8,Anónimo,20,Voces Blancas,Estante3 - G2
